Datai,Dataf,P30,Livello
2015-03-25 00:00:00+00:00,2015-03-25 00:30:00+00:00,0,0.16
2015-03-25 00:30:00+00:00,2015-03-25 01:00:00+00:00,0,0.17
2015-03-25 01:00:00+00:00,2015-03-25 01:30:00+00:00,0,0.16
2015-03-25 01:30:00+00:00,2015-03-25 02:00:00+00:00,0,0.16
2015-03-25 02:00:00+00:00,2015-03-25 02:30:00+00:00,0.4,0.16
2015-03-25 02:30:00+00:00,2015-03-25 03:00:00+00:00,0.4,0.17
2015-03-25 03:00:00+00:00,2015-03-25 03:30:00+00:00,0.4,0.17
2015-03-25 03:30:00+00:00,2015-03-25 04:00:00+00:00,0.2,0.17
2015-03-25 04:00:00+00:00,2015-03-25 04:30:00+00:00,0.2,0.16
2015-03-25 04:30:00+00:00,2015-03-25 05:00:00+00:00,0.4,0.16
2015-03-25 05:00:00+00:00,2015-03-25 05:30:00+00:00,0,0.16
2015-03-25 05:30:00+00:00,2015-03-25 06:00:00+00:00,0,0.16
2015-03-25 06:00:00+00:00,2015-03-25 06:30:00+00:00,0,0.16
2015-03-25 06:30:00+00:00,2015-03-25 07:00:00+00:00,0.2,0.17
2015-03-25 07:00:00+00:00,2015-03-25 07:30:00+00:00,2.4,0.16
2015-03-25 07:30:00+00:00,2015-03-25 08:00:00+00:00,2.4,0.16
2015-03-25 08:00:00+00:00,2015-03-25 08:30:00+00:00,1.2,0.17
2015-03-25 08:30:00+00:00,2015-03-25 09:00:00+00:00,2.4,0.17
2015-03-25 09:00:00+00:00,2015-03-25 09:30:00+00:00,2.2,0.18
2015-03-25 09:30:00+00:00,2015-03-25 10:00:00+00:00,0.6,0.18
2015-03-25 10:00:00+00:00,2015-03-25 10:30:00+00:00,2.2,0.22
2015-03-25 10:30:00+00:00,2015-03-25 11:00:00+00:00,1,0.5
2015-03-25 11:00:00+00:00,2015-03-25 11:30:00+00:00,1.4,0.71
2015-03-25 11:30:00+00:00,2015-03-25 12:00:00+00:00,2.6,0.81
2015-03-25 12:00:00+00:00,2015-03-25 12:30:00+00:00,1.6,0.8
2015-03-25 12:30:00+00:00,2015-03-25 13:00:00+00:00,1.8,0.78
2015-03-25 13:00:00+00:00,2015-03-25 13:30:00+00:00,4.6,0.79
2015-03-25 13:30:00+00:00,2015-03-25 14:00:00+00:00,4.4,0.99
2015-03-25 14:00:00+00:00,2015-03-25 14:30:00+00:00,4.2,1.12
2015-03-25 14:30:00+00:00,2015-03-25 15:00:00+00:00,3.8,1.19
2015-03-25 15:00:00+00:00,2015-03-25 15:30:00+00:00,3,1.48
2015-03-25 15:30:00+00:00,2015-03-25 16:00:00+00:00,0.6,1.69
2015-03-25 16:00:00+00:00,2015-03-25 16:30:00+00:00,0,1.71
2015-03-25 16:30:00+00:00,2015-03-25 17:00:00+00:00,0.2,1.69
2015-03-25 17:00:00+00:00,2015-03-25 17:30:00+00:00,0,1.51
2015-03-25 17:30:00+00:00,2015-03-25 18:00:00+00:00,0.2,1.26
2015-03-25 18:00:00+00:00,2015-03-25 18:30:00+00:00,0.6,0.89
2015-03-25 18:30:00+00:00,2015-03-25 19:00:00+00:00,0.6,0.73
2015-03-25 19:00:00+00:00,2015-03-25 19:30:00+00:00,0.2,0.66
2015-03-25 19:30:00+00:00,2015-03-25 20:00:00+00:00,0,0.61
2015-03-25 20:00:00+00:00,2015-03-25 20:30:00+00:00,0.8,0.56
2015-03-25 20:30:00+00:00,2015-03-25 21:00:00+00:00,0.2,0.56
2015-03-25 21:00:00+00:00,2015-03-25 21:30:00+00:00,0,0.54
2015-03-25 21:30:00+00:00,2015-03-25 22:00:00+00:00,0,0.51
2015-03-25 22:00:00+00:00,2015-03-25 22:30:00+00:00,0,0.48
2015-03-25 22:30:00+00:00,2015-03-25 23:00:00+00:00,1,0.47
2015-03-25 23:00:00+00:00,2015-03-25 23:30:00+00:00,0.8,0.47
2015-03-25 23:30:00+00:00,2015-03-26 00:00:00+00:00,0.6,0.45
2015-03-26 00:00:00+00:00,2015-03-26 00:30:00+00:00,0.6,0.43
2015-03-26 00:30:00+00:00,2015-03-26 01:00:00+00:00,0.6,0.43
2015-03-26 01:00:00+00:00,2015-03-26 01:30:00+00:00,0.2,0.46
2015-03-26 01:30:00+00:00,2015-03-26 02:00:00+00:00,1.4,0.5
2015-03-26 02:00:00+00:00,2015-03-26 02:30:00+00:00,1.4,0.52
2015-03-26 02:30:00+00:00,2015-03-26 03:00:00+00:00,0.4,0.52
2015-03-26 03:00:00+00:00,2015-03-26 03:30:00+00:00,0.6,0.52
2015-03-26 03:30:00+00:00,2015-03-26 04:00:00+00:00,0.2,0.54
2015-03-26 04:00:00+00:00,2015-03-26 04:30:00+00:00,0,0.64
2015-03-26 04:30:00+00:00,2015-03-26 05:00:00+00:00,0,0.7
2015-03-26 05:00:00+00:00,2015-03-26 05:30:00+00:00,0,0.66
2015-03-26 05:30:00+00:00,2015-03-26 06:00:00+00:00,0,0.6
2015-03-26 06:00:00+00:00,2015-03-26 06:30:00+00:00,0,0.55
2015-03-26 06:30:00+00:00,2015-03-26 07:00:00+00:00,0,0.51
2015-03-26 07:00:00+00:00,2015-03-26 07:30:00+00:00,0,0.47
2015-03-26 07:30:00+00:00,2015-03-26 08:00:00+00:00,0,0.45
2015-03-26 08:00:00+00:00,2015-03-26 08:30:00+00:00,0,0.42
2015-03-26 08:30:00+00:00,2015-03-26 09:00:00+00:00,0.2,0.41
2015-03-26 09:00:00+00:00,2015-03-26 09:30:00+00:00,0.2,0.39
2015-03-26 09:30:00+00:00,2015-03-26 10:00:00+00:00,0.4,0.37
2015-03-26 10:00:00+00:00,2015-03-26 10:30:00+00:00,0.2,0.36
2015-03-26 10:30:00+00:00,2015-03-26 11:00:00+00:00,0,0.35
2015-03-26 11:00:00+00:00,2015-03-26 11:30:00+00:00,0,0.34
2015-03-26 11:30:00+00:00,2015-03-26 12:00:00+00:00,0.2,0.34
2015-03-26 12:00:00+00:00,2015-03-26 12:30:00+00:00,0,0.34
2015-03-26 12:30:00+00:00,2015-03-26 13:00:00+00:00,0,0.34
2015-03-26 13:00:00+00:00,2015-03-26 13:30:00+00:00,0.2,0.33
2015-03-26 13:30:00+00:00,2015-03-26 14:00:00+00:00,0,0.33
2015-03-26 14:00:00+00:00,2015-03-26 14:30:00+00:00,0,0.33
2015-03-26 14:30:00+00:00,2015-03-26 15:00:00+00:00,0,0.33
2015-03-26 15:00:00+00:00,2015-03-26 15:30:00+00:00,0,0.32
2015-03-26 15:30:00+00:00,2015-03-26 16:00:00+00:00,0,0.32
2015-03-26 16:00:00+00:00,2015-03-26 16:30:00+00:00,0,0.32
2015-03-26 16:30:00+00:00,2015-03-26 17:00:00+00:00,0,0.31
2015-03-26 17:00:00+00:00,2015-03-26 17:30:00+00:00,0,0.31
2015-03-26 17:30:00+00:00,2015-03-26 18:00:00+00:00,0,0.31
